Name,Brand,Price,DiscountedPrice,Category,SubCategory,Quantity,Description,BreadCrumbs,Item
Vandevi Hing 2001 Powder,Vandevi,180,110,Grocery,Masala & Spices,100 gm,"Overview:The secret to delicious food - a pinch of hing. Vandevi employs a blend of traditional and modern processing techniques for sorting, cleaning and preparing Hing which is perfect to be used for culinary and medical purposes.IngredientsEdible Gum,Wheat Flour, AsafoetidaHow to UseIt can be added to curries, upmas, rasam etc.About the BrandFor more than 35 years, Sargam Food Pvt. Ltd. has been in the league of one of the most renowned manufacturers and exporters of Vandevi Bandhani Hing (a well known brand since the last 85 Years) and Vaidehi Bandhani Hing, in the market since its inception. ",Grocery > Masala & Spices,Hing
Everest Shahi Biryani Masala,Everest,74,59,Grocery,Masala & Spices,50 gm,India,Grocery > Masala & Spices,Garam Masala
Everest Coriander Powder,Everest,84,68,Grocery,Masala & Spices,200 gm,"
A perfect blend of garden-fresh aroma and natural green colour. This variety is widely used to give Indian curries its distinct curry flavour. Coriander has a flavour which combines lemon and sage, with a sweet-note as undertone. It's a cooling spice. The Greek and the Romans thought it to be an aphrodisiac. By the third Century B.C the Romans knew it was an excellent seasoning for food. Coriander is native to the Mediterranean area. In India, Gujarat, Rajasthan, Andhra Pradesh, Tamil Nadu and Madhya Pradesh are the major producers.

Usage
- In Indian cuisine, coriander is mainly used for taste
- Frying, roast-ground coriander powder in oil gives the characteristic 'curry' flavour
- Coriander seeds have diuretic properties
- It alleviates gas and tones the digestive tract
",Grocery > Masala & Spices,Dry Dhana Powder
Everest Coriander Powder,Everest,200,175,Grocery,Masala & Spices,500 gm,"
A perfect blend of garden-fresh aroma and natural green colour. This variety is widely used to give Indian curries its distinct curry flavour. Coriander has a flavour which combines lemon and sage, with a sweet-note as undertone. It's a cooling spice. The Greek and the Romans thought it to be an aphrodisiac. By the third Century B.C the Romans knew it was an excellent seasoning for food. Coriander is native to the Mediterranean area. In India, Gujarat, Rajasthan, Andhra Pradesh, Tamil Nadu and Madhya Pradesh are the major producers.

Usage
- In Indian cuisine, coriander is mainly used for taste
- Frying, roast-ground coriander powder in oil gives the characteristic 'curry' flavour
- Coriander seeds have diuretic properties
- It alleviates gas and tones the digestive tract
",Grocery > Masala & Spices,Dry Dhana Powder
Everest Yellow Hing Powder,Everest,200,160,Grocery,Masala & Spices,100 gm," OverviewHing is essential in Indian cooking and is used a lot in sambar, dal, vegetables along with other spices. Features & BenefitsWhen released in heated oil, Everest Hing has a smooth and strong flavour. How To UseEverest Yellow Hing is perfect for a subtler flavour in vegetable dishes. Manufacture DetailsEverest",Grocery > Masala & Spices,Hing
MTR Sambar Powder,MTR,140,119,Grocery,Masala & Spices,200 gm,"
Sit back and savour the traditional taste of home-made sambar. All with MTR Foods' signature recipe, made the authentic South Indian way!
Garnish it with finely chopped coriander leaves and enjoy it with rice, dosa or Idli
",Grocery > Masala & Spices,Garam Masala
Everest Chhole Masala,Everest,40,31,Grocery,Masala & Spices,50 gm,"
An exquisite blend of 24 pure spices, this is perhaps the most elaborate blend in the Everest repertoire. This blend is evenly balanced for taste and flavour and imparts a rare character to chhole, made from chickpeas.

Usage ::Used almost invariably in a variety of preparations involving chickpeas - chhole being the most popular. Served hot with rotis or fluffy bhaturas, chhole is a regular fare for lunch and dinner in North India.
",Grocery > Masala & Spices,Garam Masala
Everest Chhole Masala,Everest,78,62,Grocery,Masala & Spices,100 gm,"
An exquisite blend of 24 pure spices, this is perhaps the most elaborate blend in the Everest repertoire. This blend is evenly balanced for taste and flavour and imparts a rare character to chhole, made from chickpeas.

Usage ::Used almost invariably in a variety of preparations involving chickpeas - chhole being the most popular. Served hot with rotis or fluffy bhaturas, chhole is a regular fare for lunch and dinner in North India.
",Grocery > Masala & Spices,Garam Masala
Premia Red Chilli Powder,Premia,27,21,Grocery,Grocery/Masala & Spices,100 gm,India,Grocery > Grocery/Masala & Spices,Chili Powder
Premia Red Chilli Powder,Premia,50,38,Grocery,Grocery/Masala & Spices,200 gm,India,Grocery > Grocery/Masala & Spices,Chili Powder
Premia Red Chilli Powder,Premia,118,94,Grocery,Grocery/Masala & Spices,500 gm,India,Grocery > Grocery/Masala & Spices,Chili Powder
Premia Red Chilli Powder,Premia,213,159,Grocery,Grocery/Masala & Spices,1 kg,India,Grocery > Grocery/Masala & Spices,Chili Powder
Everest Tea Masala,Everest,120,96,Grocery,Masala & Spices,100 gm,India,Grocery > Masala & Spices,Tea Leaves
Everest Chicken Masala,Everest,43,38,Grocery,Masala & Spices, 50 gm,"
In this blend, the flavouring agents marginally predominate the taste elements. Consequently, the blend is less steeped in pungency. For chicken curry, this gives the right balance between the spice-elements and other ingredients in the dish.

Usage ::Can be used in mildly flavoured non-veg cuisine, particularly those deriving its thickening foundation from tomato and onion.
",Grocery > Masala & Spices,Chicken Masala
Everest Chicken Masala,Everest,82,67,Grocery,Masala & Spices,100 gm,"
In this blend, the flavouring agents marginally predominate the taste elements. Consequently, the blend is less steeped in pungency. For chicken curry, this gives the right balance between the spice-elements and other ingredients in the dish.

Usage ::Can be used in mildly flavoured non-veg cuisine, particularly those deriving its thickening foundation from tomato and onion.
",Grocery > Masala & Spices,Chicken Masala
Tata Sampann Turmeric Powder,Tata Sampann,72,61,Grocery,Masala & Spices,200 gm,"Overview:Tata Sampann?s range of spices are crafted to satisfy your taste buds. Tata Sampann sources all its spices & masalas from the most authentic places.Tata Sampann Turmeric Powder is sourced from Salem region in Tamil Nadu, which is famous for its rich yellow highly aromatic turmeric. Made from whole spices that contain natural oils, haldi has an active ingredient called curcumin which is known to act as an antioxidant. This turmeric powder can be teamed up with pulao, greenies, vegetable soup or smoothies, the choice is yours!Key FeaturesHighly Aromatic Turmeric: Enjoy the rich taste of Tata Sampann Turmeric Powder in all your favourite dishes.3% Curcumin: Every pack carries the promise of an active ingredient called curcumin which is known to act as an antioxidant.Sourced from Salem: The turmeric is of the Salem variety, which is named after a region in Tamil Nadu.Contain Natural Oils: Made from whole spices which contain natural oils.Storage ConditionStore in a cool and dry place.",Grocery > Masala & Spices,Turmeric Powder
Everest Sambhar Masala,Everest,37,32,Grocery,Masala & Spices,50 gm,"OverviewThis Everest blend is suited to all kinds of Sambhar preparations.Sambhar is a wonderful recipe from the South of India and can be aptly described as a 'designer health food'. The various dals, vegetables, spices and condiments that go into a typical Sambhar give all the nutrients the body needs.Sambhar can be had with rice as a South Indian does it almost every day, or with Idlis, Vadas, Potato Vadas etc. Sambhar, especially with Idlis has gained universal acceptance in India and is considered an excellent diet food.IngredientsAsafoetida, Bengal Gram, Black Gram, Cassia, Chilli, Common Salt, Coriander, Cumin, Curry Leaf, Fenugreek, Pigeon Pea (Toovar Dal), Rice, Tamarind, TurmericHow To UseAdd 1 heaped tbsp. of Everest Sambhar Masala and simmer before serving.About the BrandEverest is India's No. 1 spice brand as per A.C.Nielsen (Independent Research Agency). Everest offers a wide range of 45 varieties of spices (whole spices and blends) with fifty-two years of dedication to maintaining the same standards of purity, freshness and authenticity in every pack, getting their aroma and flavour, consistently right.",Grocery > Masala & Spices,Sambhar Masala
Everest Sambhar Masala,Everest,70,59,Grocery,Masala & Spices,100 gm,"OverviewThis Everest blend is suited to all kinds of Sambhar preparations.Sambhar is a wonderful recipe from the South of India and can be aptly described as a 'designer health food'. The various dals, vegetables, spices and condiments that go into a typical Sambhar give all the nutrients the body needs.Sambhar can be had with rice as a South Indian does it almost every day, or with Idlis, Vadas, Potato Vadas etc. Sambhar, especially with Idlis has gained universal acceptance in India and is considered an excellent diet food.IngredientsAsafoetida, Bengal Gram, Black Gram, Cassia, Chilli, Common Salt, Coriander, Cumin, Curry Leaf, Fenugreek, Pigeon Pea (Toovar Dal), Rice, Tamarind, TurmericHow To UseAdd 1 heaped tbsp. of Everest Sambhar Masala and simmer before serving.About the BrandEverest is India's No. 1 spice brand as per A.C.Nielsen (Independent Research Agency). Everest offers a wide range of 45 varieties of spices (whole spices and blends) with fifty-two years of dedication to maintaining the same standards of purity, freshness and authenticity in every pack, getting their aroma and flavour, consistently right.",Grocery > Masala & Spices,Sambhar Masala
Everest Meat Masala,Everest,82,69,Grocery,Masala & Spices,100 gm,"
A pepper-coriander-chilli based blend that imparts a dark tan and a hot taste to non-veg dishes, especially meat. Since Indians love their meat really spiced up, a fair amount of flavouring spices lend this blend an aromatic chorus.

Usage
In all meat preparations requiring a dark gravy.
",Grocery > Masala & Spices,Chicken Masala
Suhana Paneer Tikka Mix Masala,Suhana,45,29,Grocery,Masala & Spices,50 gm,"Key Features- No added MSG, no artificial flavours, no added colours & preservatives.- Lip-smacking taste, super convenient & cooks in minutes.- Low Temperature Grinding so that the spices retain their Freshness and Aroma.- Reduce cooking preparation time by using Suhana spice mixes range.- Use 'Suhana Paneer Tikka Mix' to create a truly memorable meal!- Each Pack Serves 4.",Grocery > Masala & Spices,Paneer Tikka Masala
Snapin Chilli Flakes Spice,Snapin,65,52,Grocery,Masala & Spices,35 gm,"
- Made from finest, sun dried red chillies that are crushed to flake size
- Adds fire and flavour to your food
- Imparts a great natural colour to elevate the aesthetics of daily cooking
",Grocery > Masala & Spices,Chilli Flakes
Badshah Mumbai Bhaji Pav Masala,Badshah Masala,74,52,Grocery,Masala & Spices,100 gm,"Key Features- Badshah masala introduced pav bhaji masala powder to help the lovers of pav bhaji all over India devour the goodness of mashed vegetables with buns rolled in a sea of butter.- No artificial colours and preservatives used. Fresh, healthy, 100% natural and tasty.IngredientsKashmiri Red Chili Fennel Seeds Coriander White Pepper Cumin Stone Flower Cassia Cardamom Celery lodised Salt Cinnamon Leaves Black Salt Kachadi Turmeric CloveCare InstructionsStore in a cool and dry place, away from sunlight.Any Other Must-Know InformationBadshah Mumbai pav bhaji masala is a combination of smashed vegetables and bread. It is similarly popular as a meal or a snack, this simple-to-cook dish enjoys a particular position in the hearts of house wives. It gives an authentic flavour and the red colour which is yummy to eat among children and parents.About the BrandThe vast range of spices Badshah offers you makes every day bland food more appealing, nutritious, and interesting. With the introduction of small economy packs, their products are have penetrated into the smallest of Indian centers as well.",Grocery > Masala & Spices,Bhaji Masala
Suhana Paneer Butter Masala Mix,Suhana,45,35,Grocery,Masala & Spices,50 gm,"Key Features- No added MSG, no artificial flavours, no added colours & preservatives- Low Temperature Grinding so that the spices retain their Freshness and Aroma.- Use 'Suhana Paneer Butter Mix' to create a truly memorable meal!- Each Pack Serves 4.",Grocery > Masala & Spices,Paneer Butter Masala
